id,name_ko,name_en,aliases,country,sector,category,brand_type,parent,tier,b2b
marriott,메리어트,Marriott International,메리어트 인터내셔널|Marriott,US,여행·항공·호텔,호텔·리조트,both,,mega,0
novotel,노보텔,Novotel,,FR,여행·항공·호텔,호텔·리조트,product,accor,major,0
paradise-hotels,파라다이스호텔,Paradise Hotels & Resorts,파라다이스시티,KR,여행·항공·호텔,호텔·리조트,both,paradise-group,major,0
park-hyatt,파크 하얏트,Park Hyatt,파크하얏트,US,여행·항공·호텔,호텔·리조트,product,hyatt,major,0
peninsula-hotels,페닌슐라,The Peninsula Hotels,페닌슐라 호텔,HK,여행·항공·호텔,호텔·리조트,both,,major,0
raffles,래플스,Raffles Hotels & Resorts,래플스 호텔,SG,여행·항공·호텔,호텔·리조트,product,accor,major,0
ritz-carlton,리츠칼튼,The Ritz-Carlton,리츠칼튼 호텔|Ritz-Carlton,US,여행·항공·호텔,호텔·리조트,product,marriott,mega,0
rosewood,로즈우드,Rosewood Hotels & Resorts,로즈우드 호텔,HK,여행·항공·호텔,호텔·리조트,both,,major,0
shangri-la,샹그릴라,Shangri-La Hotels and Resorts,샹그릴라 호텔,HK,여행·항공·호텔,호텔·리조트,both,,major,0
shilla-stay,신라스테이,Shilla Stay,,KR,여행·항공·호텔,호텔·리조트,product,hotel-shilla,niche,0
signiel,시그니엘,SIGNIEL,시그니엘 서울,KR,여행·항공·호텔,호텔·리조트,product,lotte-hotel,major,0
six-senses,식스센스,Six Senses,식스센스 리조트,TH,여행·항공·호텔,호텔·리조트,product,ihg,niche,0
sofitel,소피텔,Sofitel,,FR,여행·항공·호텔,호텔·리조트,product,accor,major,0
sono-hotels,소노호텔앤리조트,Sono Hotels & Resorts,소노|대명리조트|비발디파크,KR,여행·항공·호텔,호텔·리조트,both,sono-group,major,0
taj-hotels,타지 호텔,Taj Hotels,타지|IHCL,IN,여행·항공·호텔,호텔·리조트,product,tata-group,major,0
toyoko-inn,토요코인,Toyoko Inn,東横イン,JP,여행·항공·호텔,호텔·리조트,both,,niche,0
w-hotels,W 호텔,W Hotels,W호텔,US,여행·항공·호텔,호텔·리조트,product,marriott,major,0
waldorf-astoria,월도프 아스토리아,Waldorf Astoria,월도프아스토리아,US,여행·항공·호텔,호텔·리조트,product,hilton,major,0
walkerhill,워커힐,Walkerhill,그랜드워커힐|워커힐호텔,KR,여행·항공·호텔,호텔·리조트,both,sk-group,major,0
westin,웨스틴,Westin Hotels & Resorts,웨스틴 호텔,US,여행·항공·호텔,호텔·리조트,product,marriott,major,0
cj-foodville,CJ푸드빌,CJ Foodville,,KR,외식,레스토랑체인,corporate,cj-group,major,0
din-tai-fung,딘타이펑,Din Tai Fung,鼎泰豐,TW,외식,레스토랑체인,both,,major,0
ichiran,이치란,Ichiran,이치란라멘,JP,외식,레스토랑체인,both,,niche,0
outback,아웃백,Outback Steakhouse,아웃백스테이크하우스,US,외식,레스토랑체인,both,,major,0
theborn-korea,더본코리아,The Born Korea,백종원,KR,외식,레스토랑체인,corporate,,major,0
vips,빕스,VIPS,,KR,외식,레스토랑체인,both,cj-foodville,major,0
bbq,BBQ,Genesis BBQ,비비큐|제너시스BBQ,KR,외식,배달·프랜차이즈,both,,major,0
bhc,bhc치킨,bhc Chicken,bhc,KR,외식,배달·프랜차이즈,both,,major,0
bonjuk,본죽,Bonjuk,,KR,외식,배달·프랜차이즈,both,,major,0
dominos,도미노피자,Domino's,도미노,US,외식,배달·프랜차이즈,both,,mega,0
goobne,굽네치킨,Goobne Chicken,굽네,KR,외식,배달·프랜차이즈,both,,major,0
kyochon,교촌치킨,Kyochon Chicken,교촌|교촌에프앤비,KR,외식,배달·프랜차이즈,both,,major,0
papa-johns,파파존스,Papa John's,,US,외식,배달·프랜차이즈,both,,major,0
pizza-hut,피자헛,Pizza Hut,,US,외식,배달·프랜차이즈,both,yum-brands,mega,0
baskin-robbins,배스킨라빈스,Baskin-Robbins,베라|31,US,외식,베이커리·디저트,both,inspire-brands,major,0
dunkin,던킨,Dunkin',던킨도너츠,US,외식,베이커리·디저트,both,inspire-brands,major,0
knotted,노티드,Knotted,노티드도넛,KR,외식,베이커리·디저트,both,,niche,0
krispy-kreme,크리스피크림,Krispy Kreme,크리스피크림도넛,US,외식,베이커리·디저트,both,,major,0
london-bagel-museum,런던베이글뮤지엄,London Bagel Museum,런베뮤,KR,외식,베이커리·디저트,both,,niche,0
paris-baguette,파리바게뜨,Paris Baguette,파바,KR,외식,베이커리·디저트,both,spc-group,major,0
spc-group,SPC그룹,SPC Group,SPC,KR,외식,베이커리·디저트,corporate,,major,0
sulbing,설빙,Sulbing,,KR,외식,베이커리·디저트,both,,niche,0
sungsimdang,성심당,Sungsimdang,,KR,외식,베이커리·디저트,both,,niche,0
tous-les-jours,뚜레쥬르,Tous les Jours,,KR,외식,베이커리·디저트,both,cj-foodville,major,0
arabica,% 아라비카,% Arabica,아라비카|응커피,JP,외식,카페체인,both,,niche,0
blue-bottle,블루보틀,Blue Bottle Coffee,,US,외식,카페체인,both,nestle,niche,0
chagee,차지,Chagee,霸王茶姬,CN,외식,카페체인,both,,niche,0
coffee-bean,커피빈,The Coffee Bean & Tea Leaf,,US,외식,카페체인,both,jollibee,major,0
compose-coffee,컴포즈커피,Compose Coffee,컴포즈,KR,외식,카페체인,both,jollibee,major,0
costa-coffee,코스타커피,Costa Coffee,,GB,외식,카페체인,both,,major,0
ediya,이디야커피,Ediya Coffee,이디야,KR,외식,카페체인,both,,major,0
fritz-coffee,프릳츠,Fritz Coffee Company,프릳츠커피,KR,외식,카페체인,both,,niche,0
gong-cha,공차,Gong cha,,TW,외식,카페체인,both,,major,0
heytea,헤이티,HeyTea,喜茶,CN,외식,카페체인,both,,niche,0
hollys,할리스,Hollys Coffee,할리스커피,KR,외식,카페체인,both,,major,0
luckin-coffee,루이싱커피,Luckin Coffee,瑞幸咖啡,CN,외식,카페체인,both,,major,0
mega-coffee,메가커피,Mega MGC Coffee,메가MGC커피|메가커피,KR,외식,카페체인,both,,major,0
mixue,미쉐,Mixue,蜜雪冰城|미쉐빙청,CN,외식,카페체인,both,,major,0
paik-dabang,빽다방,Paik's Coffee,,KR,외식,카페체인,both,theborn-korea,major,0
paul-bassett,폴바셋,Paul Bassett,,KR,외식,카페체인,both,,niche,0
starbucks,스타벅스,Starbucks,스벅,US,외식,카페체인,both,,mega,0
terarosa,테라로사,Terarosa,,KR,외식,카페체인,both,,niche,0
tim-hortons,팀홀튼,Tim Hortons,팀호튼,CA,외식,카페체인,both,rbi,major,0
twosome-place,투썸플레이스,A Twosome Place,투썸,KR,외식,카페체인,both,,major,0
burger-king,버거킹,Burger King,,US,외식,패스트푸드,both,rbi,mega,0
chick-fil-a,칙필레,Chick-fil-A,,US,외식,패스트푸드,both,,major,0
chipotle,치폴레,Chipotle Mexican Grill,Chipotle,US,외식,패스트푸드,both,,major,0
five-guys,파이브가이즈,Five Guys,,US,외식,패스트푸드,both,,niche,0
in-n-out,인앤아웃,In-N-Out Burger,인앤아웃버거,US,외식,패스트푸드,both,,niche,0
inspire-brands,인스파이어브랜즈,Inspire Brands,,US,외식,패스트푸드,corporate,,major,0
jollibee,졸리비,Jollibee Foods,Jollibee,PH,외식,패스트푸드,both,,major,0
kfc,KFC,KFC,켄터키프라이드치킨,US,외식,패스트푸드,both,yum-brands,mega,0
lotteria,롯데리아,Lotteria,,KR,외식,패스트푸드,both,lotte-group,major,0
mcdonalds,맥도날드,McDonald's,맥날|맥도널드,US,외식,패스트푸드,both,,mega,0
moms-touch,맘스터치,Mom's Touch,,KR,외식,패스트푸드,both,,major,0
popeyes,파파이스,Popeyes,,US,외식,패스트푸드,both,rbi,major,0
rbi,레스토랑브랜즈인터내셔널,Restaurant Brands International,RBI,CA,외식,패스트푸드,corporate,,major,0
shake-shack,쉐이크쉑,Shake Shack,쉑쉑,US,외식,패스트푸드,both,,niche,0
subway,서브웨이,Subway,,US,외식,패스트푸드,both,,mega,0
taco-bell,타코벨,Taco Bell,,US,외식,패스트푸드,both,yum-brands,major,0
wendys,웬디스,Wendy's,,US,외식,패스트푸드,both,,major,0
wingstop,윙스탑,Wingstop,,US,외식,패스트푸드,both,,niche,0
yum-brands,얌브랜즈,Yum! Brands,Yum Brands,US,외식,패스트푸드,corporate,,mega,0
daiso,다이소,Daiso,아성다이소,KR,유통·이커머스,가구·생활유통,both,,major,0
home-depot,홈디포,The Home Depot,Home Depot,US,유통·이커머스,가구·생활유통,both,,major,0
muji,무인양품,MUJI,무지|良品計画|료힌케이카쿠,JP,유통·이커머스,가구·생활유통,both,,major,0
ohouse,오늘의집,Ohouse,오집|버킷플레이스,KR,유통·이커머스,가구·생활유통,both,,niche,0
aldi,알디,Aldi,,DE,유통·이커머스,대형마트·창고형,both,,major,0
carrefour,까르푸,Carrefour,,FR,유통·이커머스,대형마트·창고형,both,,major,0
costco,코스트코,Costco,코스트코 홀세일|Costco Wholesale,US,유통·이커머스,대형마트·창고형,both,,mega,0
don-quijote,돈키호테,Don Quijote,돈키|驚安の殿堂,JP,유통·이커머스,대형마트·창고형,both,,niche,0
emart,이마트,Emart,E-MART,KR,유통·이커머스,대형마트·창고형,both,shinsegae-group,major,0
emart-traders,트레이더스,Emart Traders,이마트 트레이더스|트레이더스 홀세일 클럽,KR,유통·이커머스,대형마트·창고형,product,emart,major,0
homeplus,홈플러스,Homeplus,,KR,유통·이커머스,대형마트·창고형,both,,major,0
lotte-mart,롯데마트,Lotte Mart,,KR,유통·이커머스,대형마트·창고형,both,lotte-group,major,0
target,타깃,Target,타겟,US,유통·이커머스,대형마트·창고형,both,,major,0
tesco,테스코,Tesco,,GB,유통·이커머스,대형마트·창고형,both,,major,0
walmart,월마트,Walmart,,US,유통·이커머스,대형마트·창고형,both,,mega,0
whole-foods,홀푸드마켓,Whole Foods Market,홀푸드|Whole Foods,US,유통·이커머스,대형마트·창고형,both,amazon,niche,0
29cm,29CM,29CM,이구,KR,유통·이커머스,명품·패션플랫폼,product,musinsa,niche,0
farfetch,파페치,Farfetch,,GB,유통·이커머스,명품·패션플랫폼,both,coupang,major,0
kream,크림,KREAM,,KR,유통·이커머스,명품·패션플랫폼,both,naver,niche,0
musinsa,무신사,Musinsa,,KR,유통·이커머스,명품·패션플랫폼,both,,major,0
mytheresa,마이테레사,Mytheresa,LuxExperience,DE,유통·이커머스,명품·패션플랫폼,both,,niche,0
ssense,센스,SSENSE,에센스,CA,유통·이커머스,명품·패션플랫폼,both,,niche,0
w-concept,W컨셉,W Concept,더블유컨셉,KR,유통·이커머스,명품·패션플랫폼,both,ssg-com,niche,0
zigzag,지그재그,Zigzag,카카오스타일,KR,유통·이커머스,명품·패션플랫폼,product,kakao,niche,0
galleria,갤러리아백화점,Galleria Department Store,갤러리아|한화갤러리아,KR,유통·이커머스,백화점,both,hanwha-group,niche,0
harrods,해러즈,Harrods,해롯|해롯백화점,GB,유통·이커머스,백화점,both,,major,0
hyundai-department-store,현대백화점,Hyundai Department Store,더현대|The Hyundai,KR,유통·이커머스,백화점,both,hyundai-department-store-group,major,0
lotte-department-store,롯데백화점,Lotte Department Store,롯백,KR,유통·이커머스,백화점,both,lotte-group,major,0
macys,메이시스,Macy's,메이시스백화점,US,유통·이커머스,백화점,both,,major,0
shinsegae-department-store,신세계백화점,Shinsegae Department Store,신세계,KR,유통·이커머스,백화점,both,shinsegae-group,major,0
11st,11번가,11st,십일번가,KR,유통·이커머스,이커머스,both,,major,0
alibaba,알리바바,Alibaba Group,알리바바그룹|阿里巴巴,CN,유통·이커머스,이커머스,corporate,,mega,0
aliexpress,알리익스프레스,AliExpress,알리,CN,유통·이커머스,이커머스,product,alibaba,major,0
amazon,아마존,Amazon,Amazon.com,US,유통·이커머스,이커머스,both,,mega,0
coupang,쿠팡,Coupang,로켓배송,KR,유통·이커머스,이커머스,both,,major,0
ebay,이베이,eBay,,US,유통·이커머스,이커머스,both,,major,0
etsy,엣시,Etsy,,US,유통·이커머스,이커머스,both,,niche,0
gmarket,G마켓,Gmarket,지마켓|옥션,KR,유통·이커머스,이커머스,both,,major,0
jd-com,징둥닷컴,JD.com,징둥|JD|京东,CN,유통·이커머스,이커머스,both,,major,0
kurly,컬리,Kurly,마켓컬리|샛별배송,KR,유통·이커머스,이커머스,both,,major,0
rakuten,라쿠텐,Rakuten,,JP,유통·이커머스,이커머스,both,,major,0
shein,쉬인,Shein,SHEIN,SG,유통·이커머스,이커머스,both,,major,0
shopee,쇼피,Shopee,,SG,유통·이커머스,이커머스,product,,major,0
ssg-com,SSG닷컴,SSG.COM,쓱닷컴|SSG|쓱,KR,유통·이커머스,이커머스,both,shinsegae-group,major,0
taobao,타오바오,Taobao,淘宝,CN,유통·이커머스,이커머스,product,alibaba,major,0
temu,테무,Temu,,CN,유통·이커머스,이커머스,product,,major,0
cu,CU,CU,씨유|BGF리테일,KR,유통·이커머스,편의점,product,,major,0
gs25,GS25,GS25,지에스25,KR,유통·이커머스,편의점,product,gs-group,major,0
seven-eleven,세븐일레븐,7-Eleven,7-일레븐|세븐,JP,유통·이커머스,편의점,both,,mega,0
anthropic,앤트로픽,Anthropic,,US,인터넷·플랫폼·게임,AI,corporate,,major,0
chatgpt,챗GPT,ChatGPT,챗지피티|GPT,US,인터넷·플랫폼·게임,AI,product,openai,mega,0
claude,클로드,Claude,,US,인터넷·플랫폼·게임,AI,product,anthropic,major,0
cohere,코히어,Cohere,,CA,인터넷·플랫폼·게임,AI,both,,niche,1
cursor,커서,Cursor,Anysphere,US,인터넷·플랫폼·게임,AI,product,,niche,0
deepseek,딥시크,DeepSeek,,CN,인터넷·플랫폼·게임,AI,both,,major,0
gemini,제미나이,Gemini,,US,인터넷·플랫폼·게임,AI,product,google,major,0
google-deepmind,구글 딥마인드,Google DeepMind,딥마인드|DeepMind,GB,인터넷·플랫폼·게임,AI,corporate,google,major,1
hugging-face,허깅페이스,Hugging Face,,US,인터넷·플랫폼·게임,AI,both,,niche,1
midjourney,미드저니,Midjourney,,US,인터넷·플랫폼·게임,AI,both,,niche,0
mistral-ai,미스트랄 AI,Mistral AI,미스트랄,FR,인터넷·플랫폼·게임,AI,both,,niche,0
openai,오픈AI,OpenAI,,US,인터넷·플랫폼·게임,AI,corporate,,mega,0
perplexity,퍼플렉시티,Perplexity,,US,인터넷·플랫폼·게임,AI,both,,niche,0
scale-ai,스케일AI,Scale AI,,US,인터넷·플랫폼·게임,AI,corporate,,niche,1
upstage,업스테이지,Upstage,솔라|Solar,KR,인터넷·플랫폼·게임,AI,both,,niche,1
wrtn,뤼튼,wrtn,,KR,인터넷·플랫폼·게임,AI,both,,niche,0
xai,xAI,xAI,그록|Grok,US,인터넷·플랫폼·게임,AI,both,,major,0
bytedance,바이트댄스,ByteDance,,CN,인터넷·플랫폼·게임,SNS·메신저,corporate,,mega,0
discord,디스코드,Discord,,US,인터넷·플랫폼·게임,SNS·메신저,both,,major,0
facebook,페이스북,Facebook,페북,US,인터넷·플랫폼·게임,SNS·메신저,product,meta,mega,0
instagram,인스타그램,Instagram,인스타,US,인터넷·플랫폼·게임,SNS·메신저,product,meta,mega,0
kakao,카카오,Kakao,카카오톡|kakao,KR,인터넷·플랫폼·게임,SNS·메신저,both,,major,0
kakaotalk,카카오톡,KakaoTalk,카톡,KR,인터넷·플랫폼·게임,SNS·메신저,product,kakao,major,0
line,라인,LINE,,JP,인터넷·플랫폼·게임,SNS·메신저,product,,major,0
linkedin,링크드인,LinkedIn,,US,인터넷·플랫폼·게임,SNS·메신저,product,microsoft,major,0
meta,메타,Meta Platforms,Meta,US,인터넷·플랫폼·게임,SNS·메신저,corporate,,mega,0
naver-band,밴드,BAND,네이버 밴드,KR,인터넷·플랫폼·게임,SNS·메신저,product,naver,niche,0
pinterest,핀터레스트,Pinterest,,US,인터넷·플랫폼·게임,SNS·메신저,both,,major,0
reddit,레딧,Reddit,,US,인터넷·플랫폼·게임,SNS·메신저,both,,major,0
snapchat,스냅챗,Snapchat,Snap,US,인터넷·플랫폼·게임,SNS·메신저,product,,major,0
telegram,텔레그램,Telegram,,AE,인터넷·플랫폼·게임,SNS·메신저,both,,major,0
tiktok,틱톡,TikTok,,CN,인터넷·플랫폼·게임,SNS·메신저,product,bytedance,mega,0
wechat,위챗,WeChat,웨이신,CN,인터넷·플랫폼·게임,SNS·메신저,product,tencent,mega,0
weverse,위버스,Weverse,,KR,인터넷·플랫폼·게임,SNS·메신저,product,hybe,niche,0
whatsapp,왓츠앱,WhatsApp,,US,인터넷·플랫폼·게임,SNS·메신저,product,meta,mega,0
x-twitter,엑스(트위터),X,트위터|Twitter,US,인터넷·플랫폼·게임,SNS·메신저,both,,mega,0
zepeto,제페토,ZEPETO,,KR,인터넷·플랫폼·게임,SNS·메신저,product,naver,niche,0
alphabet,알파벳,Alphabet,,US,인터넷·플랫폼·게임,검색·포털,corporate,,mega,0
android,안드로이드,Android,,US,인터넷·플랫폼·게임,검색·포털,product,google,mega,0
baidu,바이두,Baidu,,CN,인터넷·플랫폼·게임,검색·포털,both,,major,0
bing,빙,Microsoft Bing,Bing,US,인터넷·플랫폼·게임,검색·포털,product,microsoft,major,0
daum,다음,Daum,,KR,인터넷·플랫폼·게임,검색·포털,product,,major,0
google,구글,Google,,US,인터넷·플랫폼·게임,검색·포털,both,alphabet,mega,0
naver,네이버,NAVER,NAVER|naver,KR,인터넷·플랫폼·게임,검색·포털,both,,major,0
yahoo,야후,Yahoo,,US,인터넷·플랫폼·게임,검색·포털,both,,major,0
bandai-namco,반다이남코,Bandai Namco,,JP,인터넷·플랫폼·게임,게임사,both,,major,0
blizzard,블리자드,Blizzard Entertainment,블리자드 엔터테인먼트,US,인터넷·플랫폼·게임,게임사,both,microsoft,major,0
capcom,캡콤,Capcom,,JP,인터넷·플랫폼·게임,게임사,both,,major,0
cd-projekt,CD 프로젝트,CD Projekt,CDPR|사이버펑크,PL,인터넷·플랫폼·게임,게임사,both,,niche,0
devsisters,데브시스터즈,Devsisters,쿠키런,KR,인터넷·플랫폼·게임,게임사,both,,niche,0
electronic-arts,EA,Electronic Arts,일렉트로닉 아츠,US,인터넷·플랫폼·게임,게임사,both,,major,0
epic-games,에픽게임즈,Epic Games,포트나이트|Fortnite,US,인터넷·플랫폼·게임,게임사,both,,major,0
fromsoftware,프롬소프트웨어,FromSoftware,프롬,JP,인터넷·플랫폼·게임,게임사,both,kadokawa,niche,0
kakao-games,카카오게임즈,Kakao Games,,KR,인터넷·플랫폼·게임,게임사,both,kakao,major,0
konami,코나미,Konami,,JP,인터넷·플랫폼·게임,게임사,both,,major,0
krafton,크래프톤,KRAFTON,,KR,인터넷·플랫폼·게임,게임사,both,,major,0
mihoyo,미호요,miHoYo,호요버스|HoYoverse|원신,CN,인터넷·플랫폼·게임,게임사,both,,major,0
minecraft,마인크래프트,Minecraft,마크,SE,인터넷·플랫폼·게임,게임사,product,microsoft,mega,0
ncsoft,엔씨소프트,NCSOFT,엔씨|NC,KR,인터넷·플랫폼·게임,게임사,both,,major,0
neowiz,네오위즈,NEOWIZ,,KR,인터넷·플랫폼·게임,게임사,both,,niche,0
netease,넷이즈,NetEase,,CN,인터넷·플랫폼·게임,게임사,both,,major,0
netmarble,넷마블,Netmarble,,KR,인터넷·플랫폼·게임,게임사,both,,major,0
nexon,넥슨,NEXON,,KR,인터넷·플랫폼·게임,게임사,both,,major,0
nintendo,닌텐도,Nintendo,,JP,인터넷·플랫폼·게임,게임사,both,,mega,0
pearl-abyss,펄어비스,Pearl Abyss,검은사막,KR,인터넷·플랫폼·게임,게임사,both,,niche,0
playstation,플레이스테이션,PlayStation,플스|PS5,JP,인터넷·플랫폼·게임,게임사,product,sony,mega,0
pubg,배틀그라운드,PUBG: Battlegrounds,배그|PUBG,KR,인터넷·플랫폼·게임,게임사,product,krafton,major,0
riot-games,라이엇 게임즈,Riot Games,라이엇|롤|League of Legends,US,인터넷·플랫폼·게임,게임사,both,tencent,major,0
roblox,로블록스,Roblox,,US,인터넷·플랫폼·게임,게임사,both,,major,0
rockstar-games,락스타 게임즈,Rockstar Games,락스타|GTA,US,인터넷·플랫폼·게임,게임사,both,take-two,major,0
sega,세가,SEGA,,JP,인터넷·플랫폼·게임,게임사,both,,major,0
shift-up,시프트업,SHIFT UP,,KR,인터넷·플랫폼·게임,게임사,both,,niche,0
smilegate,스마일게이트,Smilegate,로스트아크,KR,인터넷·플랫폼·게임,게임사,both,,major,0
square-enix,스퀘어 에닉스,Square Enix,,JP,인터넷·플랫폼·게임,게임사,both,,major,0
steam,스팀,Steam,,US,인터넷·플랫폼·게임,게임사,product,valve,mega,0
supercell,슈퍼셀,Supercell,클래시 오브 클랜,FI,인터넷·플랫폼·게임,게임사,both,tencent,niche,0
take-two,테이크투,Take-Two Interactive,,US,인터넷·플랫폼·게임,게임사,corporate,,major,0
tencent,텐센트,Tencent,,CN,인터넷·플랫폼·게임,게임사,corporate,,mega,0
ubisoft,유비소프트,Ubisoft,,FR,인터넷·플랫폼·게임,게임사,both,,major,0
valve,밸브,Valve,,US,인터넷·플랫폼·게임,게임사,both,,major,0
xbox,엑스박스,Xbox,,US,인터넷·플랫폼·게임,게임사,product,microsoft,mega,0
daangn,당근,Daangn,당근마켓|Karrot,KR,인터넷·플랫폼·게임,공유경제·O2O,both,,major,0
soomgo,숨고,Soomgo,숨은고수,KR,인터넷·플랫폼·게임,공유경제·O2O,both,,niche,0
zigbang,직방,Zigbang,,KR,인터넷·플랫폼·게임,공유경제·O2O,both,,niche,0
chzzk,치지직,CHZZK,,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,product,naver,niche,0
coupang-play,쿠팡플레이,Coupang Play,,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,product,coupang,major,0
crunchyroll,크런치롤,Crunchyroll,,US,인터넷·플랫폼·게임,콘텐츠스트리밍,product,sony,niche,0
disney-plus,디즈니플러스,Disney+,디즈니+,US,인터넷·플랫폼·게임,콘텐츠스트리밍,product,disney,mega,0
genie-music,지니뮤직,Genie Music,지니,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,both,kt,niche,0
hbo-max,HBO 맥스,HBO Max,Max|HBO,US,인터넷·플랫폼·게임,콘텐츠스트리밍,product,,major,0
kakao-page,카카오페이지,KakaoPage,,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,product,kakao-entertainment,major,0
melon,멜론,Melon,,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,product,kakao,major,0
naver-webtoon,네이버웹툰,NAVER WEBTOON,웹툰|WEBTOON,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,product,naver,major,0
netflix,넷플릭스,Netflix,넷플,US,인터넷·플랫폼·게임,콘텐츠스트리밍,both,,mega,0
prime-video,프라임 비디오,Prime Video,아마존 프라임 비디오,US,인터넷·플랫폼·게임,콘텐츠스트리밍,product,amazon,major,0
ridi,리디,RIDI,리디북스,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,both,,niche,0
soop,SOOP,SOOP,숲|아프리카TV|AfreecaTV,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,both,,major,0
spotify,스포티파이,Spotify,,SE,인터넷·플랫폼·게임,콘텐츠스트리밍,both,,mega,0
tving,티빙,TVING,,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,product,cj-enm,major,0
twitch,트위치,Twitch,,US,인터넷·플랫폼·게임,콘텐츠스트리밍,product,amazon,major,0
watcha,왓챠,WATCHA,왓챠피디아,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,both,,niche,0
wavve,웨이브,wavve,,KR,인터넷·플랫폼·게임,콘텐츠스트리밍,product,,major,0
youtube,유튜브,YouTube,유튭,US,인터넷·플랫폼·게임,콘텐츠스트리밍,product,alphabet,mega,0
naver-pay,네이버페이,Naver Pay,네이버파이낸셜,KR,인터넷·플랫폼·게임,핀테크앱,product,naver,major,0
toss,토스,Toss,비바리퍼블리카|Viva Republica,KR,인터넷·플랫폼·게임,핀테크앱,both,,major,0
alpine,알핀,Alpine,알피느,FR,자동차·모빌리티,럭셔리·슈퍼카,product,renault-group,niche,0
aston-martin,애스턴마틴,Aston Martin,,GB,자동차·모빌리티,럭셔리·슈퍼카,both,,major,0
bentley,벤틀리,Bentley Motors,,GB,자동차·모빌리티,럭셔리·슈퍼카,both,volkswagen-group,major,0
bugatti,부가티,Bugatti,,FR,자동차·모빌리티,럭셔리·슈퍼카,both,,major,0
ferrari,페라리,Ferrari,,IT,자동차·모빌리티,럭셔리·슈퍼카,both,,mega,0
koenigsegg,코닉세그,Koenigsegg,쾨니그세그,SE,자동차·모빌리티,럭셔리·슈퍼카,both,,niche,0
lamborghini,람보르기니,Automobili Lamborghini,람보,IT,자동차·모빌리티,럭셔리·슈퍼카,both,audi,mega,0
lotus,로터스,Lotus Cars,,GB,자동차·모빌리티,럭셔리·슈퍼카,both,geely-holding,niche,0
maserati,마세라티,Maserati,,IT,자동차·모빌리티,럭셔리·슈퍼카,product,stellantis,major,0
mclaren,맥라렌,McLaren Automotive,,GB,자동차·모빌리티,럭셔리·슈퍼카,both,,major,0
mercedes-amg,메르세데스-AMG,Mercedes-AMG,AMG,DE,자동차·모빌리티,럭셔리·슈퍼카,product,mercedes-benz,major,0
mercedes-maybach,마이바흐,Mercedes-Maybach,메르세데스-마이바흐|Maybach,DE,자동차·모빌리티,럭셔리·슈퍼카,product,mercedes-benz,major,0
pagani,파가니,Pagani,,IT,자동차·모빌리티,럭셔리·슈퍼카,both,,niche,0
porsche,포르쉐,Porsche,포르셰,DE,자동차·모빌리티,럭셔리·슈퍼카,both,volkswagen-group,mega,0
rolls-royce-motor-cars,롤스로이스,Rolls-Royce Motor Cars,롤스로이스 모터카,GB,자동차·모빌리티,럭셔리·슈퍼카,product,bmw-group,mega,0
singer,싱어,Singer Vehicle Design,,US,자동차·모빌리티,럭셔리·슈퍼카,both,,niche,0
didi,디디추싱,DiDi,디디|滴滴出行,CN,자동차·모빌리티,모빌리티서비스,both,,major,0
grab,그랩,Grab,,SG,자동차·모빌리티,모빌리티서비스,both,,major,0
hertz,허츠,Hertz,허츠렌터카,US,자동차·모빌리티,모빌리티서비스,both,,major,0
kakao-mobility,카카오모빌리티,Kakao Mobility,카카오T|카카오택시,KR,자동차·모빌리티,모빌리티서비스,both,kakao,major,0
lyft,리프트,Lyft,,US,자동차·모빌리티,모빌리티서비스,both,,major,0
socar,쏘카,SOCAR,,KR,자동차·모빌리티,모빌리티서비스,both,,major,0
tmap-mobility,티맵모빌리티,TMAP Mobility,티맵|T맵,KR,자동차·모빌리티,모빌리티서비스,both,sk-group,major,0
uber,우버,Uber,,US,자동차·모빌리티,모빌리티서비스,both,,mega,0
waymo,웨이모,Waymo,,US,자동차·모빌리티,모빌리티서비스,both,alphabet,major,0
daimler-truck,다임러트럭,Daimler Truck,,DE,자동차·모빌리티,상용차,both,,major,1
isuzu,이스즈,Isuzu Motors,이스즈자동차,JP,자동차·모빌리티,상용차,both,,niche,1
man-truck-bus,만트럭버스,MAN Truck & Bus,MAN|만트럭,DE,자동차·모빌리티,상용차,both,traton,major,1
scania,스카니아,Scania,,SE,자동차·모빌리티,상용차,both,traton,major,1
traton,트라톤,TRATON,,DE,자동차·모빌리티,상용차,corporate,volkswagen-group,niche,1
volvo-group,볼보그룹,AB Volvo,볼보트럭|Volvo Group,SE,자동차·모빌리티,상용차,corporate,,major,1
acura,어큐라,Acura,아큐라,US,자동차·모빌리티,완성차,product,honda,major,0
alfa-romeo,알파로메오,Alfa Romeo,,IT,자동차·모빌리티,완성차,product,stellantis,major,0
audi,아우디,Audi,,DE,자동차·모빌리티,완성차,both,volkswagen-group,mega,0
bmw,BMW,BMW,비엠더블유|비머,DE,자동차·모빌리티,완성차,product,bmw-group,mega,0
